Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00  273103/273103      Game::heuristik3(Team, Board) [21]
[42]     0.0    0.00    0.00  273103         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [42]
                0.00    0.00  546206/546206      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [39]
-----------------------------------------------
                0.00    0.00  269873/269873      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [46]
[43]     0.0    0.00    0.00  269873         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [43]
                0.00    0.00  269873/565586      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [38]
                0.00    0.00  269873/277585      operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00  269873/269873      Game::heuristik3(Team, Board) [21]
[44]     0.0    0.00    0.00  269873         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [44]
-----------------------------------------------
                0.00    0.00  269873/269873      Game::heuristik3(Team, Board) [21]
[45]     0.0    0.00    0.00  269873         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [45]
-----------------------------------------------
                0.00    0.00   25840/269873      void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
                0.00    0.00  244033/269873      std::vector<int, std::allocator<int> >::push_back(int const&) [47]
[46]     0.0    0.00    0.00  269873         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [46]
                0.00    0.00  269873/565586      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [38]
                0.00    0.00  269873/269873      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [43]
-----------------------------------------------
                0.00    0.00  269873/269873      Game::heuristik3(Team, Board) [21]
[47]     0.0    0.00    0.00  269873         std::vector<int, std::allocator<int> >::push_back(int const&) [47]
                0.00    0.00  244033/269873      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [46]
                0.00    0.00   25840/25840       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
-----------------------------------------------
                0.00    0.00      22/268388      Game::start() [3]
                0.00    0.00    9359/268388      Game::isTokenFromCurrentTeam(position) [26]
                0.00    0.00   10196/268388      Game::nextNode(Node*, int) [6]
                0.00    0.00   10440/268388      Game::getPossibleMoves() [16]
                0.00    0.00   40821/268388      Game::checkIfCanCapture(int, int, position) [10]
                0.00    0.00  197550/268388      Game::capturingPossible() [7]
[48]     0.0    0.00    0.00  268388         Player::getTeam() [48]
-----------------------------------------------
                0.00    0.00  145350/145350      Game::heuristik2(Team, Board) [24]
[49]     0.0    0.00    0.00  145350         Board::getheuristik2(position) [49]
-----------------------------------------------
                0.00    0.00    3863/129631      Game::isMoveValid(position, position, Direction) [25]
                0.00    0.00    4151/129631      Game::getPossibleMoves() [16]
                0.00    0.00  121617/129631      Game::checkIfCanCapture(int, int, position) [10]
[50]     0.0    0.00    0.00  129631         Game::areFieldsConnected(position, int) [50]
-----------------------------------------------
                0.00    0.00   25840/129200      void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
                0.00    0.00  103360/129200      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [76]
[51]     0.0    0.00    0.00  129200         std::vector<int, std::allocator<int> >::size() const [51]
-----------------------------------------------
                0.00    0.00   25840/77520       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [75]
                0.00    0.00   51680/77520       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [61]
[52]     0.0    0.00    0.00   77520         __gnu_cxx::new_allocator<int>::max_size() const [52]
-----------------------------------------------
                0.00    0.00   77520/77520       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [54]
[53]     0.0    0.00    0.00   77520         std::_Iter_base<int*, false>::_S_base(int*) [53]
-----------------------------------------------
                0.00    0.00   77520/77520       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [84]
[54]     0.0    0.00    0.00   77520         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [54]
                0.00    0.00   77520/77520       std::_Iter_base<int*, false>::_S_base(int*) [53]
-----------------------------------------------
                0.00    0.00    3230/54910       std::vector<int, std::allocator<int> >::~vector() [196]
                0.00    0.00   51680/54910       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[55]     0.0    0.00    0.00   54910         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [55]
-----------------------------------------------
                0.00    0.00   51680/51680       std::vector<int, std::allocator<int> >::max_size() const [58]
[56]     0.0    0.00    0.00   51680         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [56]
-----------------------------------------------
                0.00    0.00   51680/51680       std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [59]
[57]     0.0    0.00    0.00   51680         std::move_iterator<int*>::base() const [57]
-----------------------------------------------
                0.00    0.00   51680/51680       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [76]
[58]     0.0    0.00    0.00   51680         std::vector<int, std::allocator<int> >::max_size() const [58]
                0.00    0.00   51680/51680       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [61]
                0.00    0.00   51680/51680       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [56]
-----------------------------------------------
                0.00    0.00   51680/51680       std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [62]
[59]     0.0    0.00    0.00   51680         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [59]
                0.00    0.00   51680/51680       std::move_iterator<int*>::base() const [57]
-----------------------------------------------
                0.00    0.00   51680/51680       std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [63]
[60]     0.0    0.00    0.00   51680         std::move_iterator<int*>::move_iterator(int*) [60]
-----------------------------------------------
                0.00    0.00   51680/51680       std::vector<int, std::allocator<int> >::max_size() const [58]
[61]     0.0    0.00    0.00   51680         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [61]
                0.00    0.00   51680/77520       __gnu_cxx::new_allocator<int>::max_size() const [52]
-----------------------------------------------
                0.00    0.00   51680/51680       int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [88]
[62]     0.0    0.00    0.00   51680         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [62]
                0.00    0.00   51680/51680       std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [59]
-----------------------------------------------
                0.00    0.00   51680/51680       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [87]
[63]     0.0    0.00    0.00   51680         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [63]
                0.00    0.00   51680/51680       std::move_iterator<int*>::move_iterator(int*) [60]
-----------------------------------------------
                0.00    0.00   34256/34256       Board::setFieldOfView(position, Grid) [66]
[64]     0.0    0.00    0.00   34256         Cell::setFieldOfView(Grid) [64]
                0.00    0.00   34256/34256       Token::setFieldOfView(Grid) [67]
-----------------------------------------------
                0.00    0.00    3863/34256       Game::capturingAgain() [23]
                0.00    0.00   30393/34256       Game::capturingPossible() [7]
[65]     0.0    0.00    0.00   34256         Game::setFieldOfView(position, Grid) [65]
                0.00    0.00   34256/34256       Board::setFieldOfView(position, Grid) [66]
-----------------------------------------------
                0.00    0.00   34256/34256       Game::setFieldOfView(position, Grid) [65]
[66]     0.0    0.00    0.00   34256         Board::setFieldOfView(position, Grid) [66]
                0.00    0.00   34256/34256       Cell::setFieldOfView(Grid) [64]
-----------------------------------------------
                0.00    0.00   34256/34256       Cell::setFieldOfView(Grid) [64]
[67]     0.0    0.00    0.00   34256         Token::setFieldOfView(Grid) [67]
-----------------------------------------------
                0.00    0.00    1799/29669       void std::vector<Node*, std::allocator<Node*> >::_M_emplace_back_aux<Node* const&>(Node* const&) [217]
                0.00    0.00    3863/29669       std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [155]
                0.00    0.00    7196/29669       std::vector<Node*, std::allocator<Node*> >::_M_check_len(unsigned long, char const*) const [208]
                0.00    0.00    8322/29669       Game::compareChildren(Node*) [265]
                0.00    0.00    8489/29669       std::vector<Node*, std::allocator<Node*> >::_M_range_check(unsigned long) const [97]
[68]     0.0    0.00    0.00   29669         std::vector<Node*, std::allocator<Node*> >::size() const [68]
-----------------------------------------------
                0.00    0.00    1799/29438       std::vector<Node*, std::allocator<Node*> >::_M_check_len(unsigned long, char const*) const [208]
                0.00    0.00    1799/29438       std::vector<Useraction, std::allocator<Useraction> >::_M_check_len(unsigned long, char const*) const [207]
                0.00    0.00   25840/29438       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [76]
[69]     0.0    0.00    0.00   29438         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [69]
-----------------------------------------------
                0.00    0.00   29070/29070       void std::_Destroy<int*>(int*, int*) [72]
[70]     0.0    0.00    0.00   29070         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [70]
-----------------------------------------------
                0.00    0.00    3230/29070       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [192]
                0.00    0.00   25840/29070       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[71]     0.0    0.00    0.00   29070         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [71]
                0.00    0.00   25840/25840       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00   29070/29070       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
[72]     0.0    0.00    0.00   29070         void std::_Destroy<int*>(int*, int*) [72]
                0.00    0.00   29070/29070       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [70]
-----------------------------------------------
                0.00    0.00    3230/29070       std::vector<int, std::allocator<int> >::~vector() [196]
                0.00    0.00   25840/29070       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[73]     0.0    0.00    0.00   29070         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
                0.00    0.00   29070/29070       void std::_Destroy<int*>(int*, int*) [72]
-----------------------------------------------
                0.00    0.00   25840/25840       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
[74]     0.0    0.00    0.00   25840         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00   25840/25840       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
[75]     0.0    0.00    0.00   25840         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [75]
                0.00    0.00   25840/77520       __gnu_cxx::new_allocator<int>::max_size() const [52]
-----------------------------------------------
                0.00    0.00   25840/25840       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[76]     0.0    0.00    0.00   25840         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00  103360/129200      std::vector<int, std::allocator<int> >::size() const [51]
                0.00    0.00   51680/51680       std::vector<int, std::allocator<int> >::max_size() const [58]
                0.00    0.00   25840/29438       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [69]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [83]
[77]     0.0    0.00    0.00   25840         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [77]
-----------------------------------------------
                0.00    0.00   25840/25840       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[78]     0.0    0.00    0.00   25840         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
                0.00    0.00   25840/25840       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
-----------------------------------------------
                0.00    0.00   25840/25840       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [71]
[79]     0.0    0.00    0.00   25840         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
                0.00    0.00   25840/25840       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00   25840/25840       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
[80]     0.0    0.00    0.00   25840         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
                0.00    0.00   25840/25840       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [75]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [85]
[81]     0.0    0.00    0.00   25840         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [81]
                0.00    0.00   25840/25840       int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [88]
-----------------------------------------------
                0.00    0.00   25840/25840       std::vector<int, std::allocator<int> >::push_back(int const&) [47]
[82]     0.0    0.00    0.00   25840         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
                0.00    0.00   51680/54910       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [55]
                0.00    0.00   25840/25840       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00   25840/25840       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
                0.00    0.00   25840/565586      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [38]
                0.00    0.00   25840/129200      std::vector<int, std::allocator<int> >::size() const [51]
                0.00    0.00   25840/269873      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [46]
                0.00    0.00   25840/25840       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [87]
                0.00    0.00   25840/29070       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
                0.00    0.00   25840/29070       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [84]
[83]     0.0    0.00    0.00   25840         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [83]
                0.00    0.00   25840/25840       int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [77]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [88]
[84]     0.0    0.00    0.00   25840         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [84]
                0.00    0.00   77520/77520       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [54]
                0.00    0.00   25840/25840       int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [83]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [86]
[85]     0.0    0.00    0.00   25840         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [85]
                0.00    0.00   25840/25840       int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [81]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [87]
[86]     0.0    0.00    0.00   25840         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [86]
                0.00    0.00   25840/25840       int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [85]
-----------------------------------------------
                0.00    0.00   25840/25840       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [82]
[87]     0.0    0.00    0.00   25840         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [87]
                0.00    0.00   51680/51680       std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [63]
                0.00    0.00   25840/25840       int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [86]
-----------------------------------------------
                0.00    0.00   25840/25840       int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [81]
[88]     0.0    0.00    0.00   25840         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [88]
                0.00    0.00   51680/51680       std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [62]
                0.00    0.00   25840/25840       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [84]
-----------------------------------------------
                0.00    0.00     793/24577       Game::rightfulCapturing(position, position) [27]
                0.00    0.00   23784/24577       Game::getPossibleMoves() [16]
[89]     0.0    0.00    0.00   24577         Token::getFieldOfView() [89]
-----------------------------------------------
                0.00    0.00    1799/21747       void std::vector<Useraction, std::allocator<Useraction> >::_M_emplace_back_aux<Useraction const&>(Useraction const&) [216]
                0.00    0.00    5100/21747       Game::nextNode(Node*, int) [6]
                0.00    0.00    7196/21747       std::vector<Useraction, std::allocator<Useraction> >::_M_check_len(unsigned long, char const*) const [207]
                0.00    0.00    7652/21747       std::vector<Useraction, std::allocator<Useraction> >::_M_range_check(unsigned long) const [111]
[90]     0.0    0.00    0.00   21747         std::vector<Useraction, std::allocator<Useraction> >::size() const [90]
-----------------------------------------------
                0.00    0.00     978/12567       Game::capture(Useraction, position, Direction, position, Direction, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
                0.00    0.00    3863/12567       Game::capturingAgain() [23]
                0.00    0.00    7726/12567       Game::captureToken(Useraction) [13]
[91]     0.0    0.00    0.00   12567         Game::getNeighbour(position, Direction) [91]
-----------------------------------------------
                0.00    0.00    3598/11361       void std::vector<Node*, std::allocator<Node*> >::_M_emplace_back_aux<Node* const&>(Node* const&) [217]
                0.00    0.00    3863/11361       std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [155]
                0.00    0.00    3900/11361       std::vector<Node*, std::allocator<Node*> >::~vector() [132]
[92]     0.0    0.00    0.00   11361         std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator() [92]
-----------------------------------------------
                0.00    0.00    1799/9451        void std::vector<Useraction, std::allocator<Useraction> >::_M_emplace_back_aux<Useraction const&>(Useraction const&) [216]
                0.00    0.00    3826/9451        _ZNSt16allocator_traitsISaI10UseractionEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [166]
                0.00    0.00    3826/9451        _ZN9__gnu_cxx13new_allocatorI10UseractionE9constructIS1_IRKS1_EEEvPT_DpOT0_ [164]
[93]     0.0    0.00    0.00    9451         Useraction const& std::forward<Useraction const&>(std::remove_reference<Useraction const&>::type&) [93]
-----------------------------------------------
                0.00    0.00    1799/9451        void std::vector<Node*, std::allocator<Node*> >::_M_emplace_back_aux<Node* const&>(Node* const&) [217]
                0.00    0.00    3826/9451        _ZNSt16allocator_traitsISaIP4NodeEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [167]
                0.00    0.00    3826/9451        _ZN9__gnu_cxx13new_allocatorIP4NodeE9constructIS2_IRKS2_EEEvPT_DpOT0_ [165]
[94]     0.0    0.00    0.00    9451         Node* const& std::forward<Node* const&>(std::remove_reference<Node* const&>::type&) [94]
-----------------------------------------------
                0.00    0.00    9260/9260        std::_Niter_base<Node**>::iterator_type std::__niter_base<Node**>(Node**) [96]
[95]     0.0    0.00    0.00    9260         std::_Iter_base<Node**, false>::_S_base(Node**) [95]
-----------------------------------------------
                0.00    0.00    3863/9260        Node** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**) [157]
                0.00    0.00    5397/9260        Node** std::__copy_move_a2<true, Node**, Node**>(Node**, Node**, Node**) [221]
[96]     0.0    0.00    0.00    9260         std::_Niter_base<Node**>::iterator_type std::__niter_base<Node**>(Node**) [96]
                0.00    0.00    9260/9260        std::_Iter_base<Node**, false>::_S_base(Node**) [95]
-----------------------------------------------
                0.00    0.00    8489/8489        std::vector<Node*, std::allocator<Node*> >::at(unsigned long) [98]
[97]     0.0    0.00    0.00    8489         std::vector<Node*, std::allocator<Node*> >::_M_range_check(unsigned long) const [97]
                0.00    0.00    8489/29669       std::vector<Node*, std::allocator<Node*> >::size() const [68]
-----------------------------------------------
                0.00    0.00    8489/8489        Game::compareChildren(Node*) [265]
[98]     0.0    0.00    0.00    8489         std::vector<Node*, std::allocator<Node*> >::at(unsigned long) [98]
                0.00    0.00    8489/8489        std::vector<Node*, std::allocator<Node*> >::_M_range_check(unsigned long) const [97]
                0.00    0.00    8489/8489        std::vector<Node*, std::allocator<Node*> >::operator[](unsigned long) [99]
-----------------------------------------------
                0.00    0.00    8489/8489        std::vector<Node*, std::allocator<Node*> >::at(unsigned long) [98]
[99]     0.0    0.00    0.00    8489         std::vector<Node*, std::allocator<Node*> >::operator[](unsigned long) [99]
-----------------------------------------------
                0.00    0.00    8285/8285        Game::compareChildren(Node*) [265]
[100]    0.0    0.00    0.00    8285         Node::getCost() [100]
-----------------------------------------------
                0.00    0.00    7763/7763        std::allocator<Node*>::~allocator() [102]
[101]    0.0    0.00    0.00    7763         __gnu_cxx::new_allocator<Node*>::~new_allocator() [101]
-----------------------------------------------
                0.00    0.00    3863/7763        std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [155]
                0.00    0.00    3900/7763        std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::~_Vector_impl() [130]
[102]    0.0    0.00    0.00    7763         std::allocator<Node*>::~allocator() [102]
                0.00    0.00    7763/7763        __gnu_cxx::new_allocator<Node*>::~new_allocator() [101]
-----------------------------------------------
                0.00    0.00    7726/7726        std::allocator<Node*>::allocator(std::allocator<Node*> const&) [106]
[103]    0.0    0.00    0.00    7726         __gnu_cxx::new_allocator<Node*>::new_allocator(__gnu_cxx::new_allocator<Node*> const&) [103]
-----------------------------------------------
                0.00    0.00    3863/7726        std::vector<Node*, std::allocator<Node*> >::begin() const [144]
                0.00    0.00    3863/7726        std::vector<Node*, std::allocator<Node*> >::end() const [143]
[104]    0.0    0.00    0.00    7726         __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >::__normal_iterator(Node* const* const&) [104]
-----------------------------------------------
                0.00    0.00    7726/7726        std::_Iter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [108]
[105]    0.0    0.00    0.00    7726         __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >::base() const [105]
-----------------------------------------------
                0.00    0.00    3863/7726        std::allocator_traits<std::allocator<Node*> >::select_on_container_copy_construction(std::allocator<Node*> const&) [152]
                0.00    0.00    3863/7726        std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [147]
[106]    0.0    0.00    0.00    7726         std::allocator<Node*>::allocator(std::allocator<Node*> const&) [106]
                0.00    0.00    7726/7726        __gnu_cxx::new_allocator<Node*>::new_allocator(__gnu_cxx::new_allocator<Node*> const&) [103]
-----------------------------------------------
                0.00    0.00    7726/7726        std::_Miter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [109]
[107]    0.0    0.00    0.00    7726         std::_Iter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [107]
-----------------------------------------------
                0.00    0.00    7726/7726        std::_Niter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [110]
[108]    0.0    0.00    0.00    7726         std::_Iter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [108]
                0.00    0.00    7726/7726        __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >::base() const [105]
-----------------------------------------------
                0.00    0.00    7726/7726        Node** std::copy<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**) [160]
[109]    0.0    0.00    0.00    7726         std::_Miter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > >(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [109]
                0.00    0.00    7726/7726        std::_Iter_base<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >) [107]
-----------------------------------------------
                0.00    0.00    7726/7726        Node** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**) [157]
